subtaskID,datapointID,answer
4,2724,-99999
5,2724,Favorable
1,2725,115.804
2,2725,Alkaline
3,2725,2
4,2725,-99999
5,2725,Favorable
1,2726,112.6279
2,2726,Acid
3,2726,2
4,2726,-99999
5,2726,Favorable
1,2727,106.5245
2,2727,Acid
3,2727,2
4,2727,-99999
5,2727,Favorable
1,2728,86.961
2,2728,Acid
3,2728,2
4,2728,-99999
5,2728,Favorable
1,2729,119.1495
2,2729,Neutral
3,2729,2
4,2729,-99999
5,2729,Favorable
1,2730,79.9048
2,2730,Acid
3,2730,2
4,2730,-99999
5,2730,Favorable
1,2731,98.2163
2,2731,Acid
3,2731,2
4,2731,-99999
5,2731,Favorable
1,2732,91.7274
2,2732,Acid
3,2732,2
4,2732,-99999
5,2732,Favorable
1,2733,87.8608
2,2733,Acid
3,2733,2
4,2733,-99999
5,2733,Favorable
1,2734,78.4204
2,2734,Alkaline
3,2734,2
4,2734,-99999
5,2734,Favorable
1,2735,67.1604
2,2735,Acid
3,2735,2
4,2735,-99999
5,2735,Favorable
1,2736,100.5437
2,2736,Acid
3,2736,2
4,2736,-99999
5,2736,Favorable
1,2737,78.9203
2,2737,Acid
3,2737,2
4,2737,-99999
5,2737,Favorable
1,2738,101.2753
2,2738,Acid
3,2738,2
4,2738,-99999
5,2738,Favorable
1,2739,86.9415
2,2739,Acid
3,2739,2
4,2739,-99999
5,2739,Favorable
1,2740,128.4028
2,2740,Acid
3,2740,2
4,2740,-99999
5,2740,Favorable
1,2741,117.6765
2,2741,Acid
3,2741,2
4,2741,-99999
5,2741,Favorable
1,2742,75.7257
2,2742,Acid
3,2742,2
4,2742,-99999
5,2742,Favorable
1,2743,90.8349
2,2743,Neutral
3,2743,2
4,2743,-99999
5,2743,Favorable
1,2744,119.0308
2,2744,Acid
3,2744,2
4,2744,-99999
5,2744,Favorable
1,2745,91.7898
2,2745,Acid
3,2745,2
4,2745,-99999
5,2745,Favorable
1,2746,105.4775
2,2746,Acid
3,2746,2
4,2746,-99999
5,2746,Favorable
1,2747,92.7838
2,2747,Acid
3,2747,2
4,2747,-99999
5,2747,Favorable
1,2748,72.0921
2,2748,Acid
3,2748,2
4,2748,-99999
5,2748,Favorable
1,2749,109.9679
2,2749,Acid
3,2749,2
4,2749,-99999
5,2749,Favorable
1,2750,85.0527
2,2750,Acid
3,2750,2
4,2750,-99999
5,2750,Favorable
1,2751,116.1575
2,2751,Acid
3,2751,2
4,2751,-99999
5,2751,Favorable
1,2752,108.4439
2,2752,Acid
3,2752,2
4,2752,-99999
5,2752,Favorable
1,2753,109.1792
2,2753,Acid
3,2753,2
4,2753,-99999
5,2753,Favorable
1,2754,81.419
2,2754,Acid
3,2754,2
4,2754,-99999
5,2754,Favorable
1,2755,66.9459
2,2755,Acid
3,2755,2
4,2755,-99999
5,2755,Favorable
1,2756,100.5663
2,2756,Acid
3,2756,2
4,2756,-99999
5,2756,Favorable
1,2757,62.2556
2,2757,Acid
3,2757,2
4,2757,-99999
5,2757,Favorable
1,2758,96.3636
2,2758,Acid
3,2758,2
4,2758,-99999
5,2758,Favorable
1,2759,81.9638
2,2759,Acid
3,2759,2
4,2759,-99999
5,2759,Favorable
1,2760,67.8908
2,2760,Acid
3,2760,2
4,2760,-99999
5,2760,Favorable
1,2761,125.4623
2,2761,Acid
3,2761,2
4,2761,-99999
5,2761,Favorable
1,2762,139.3071
2,2762,Acid
3,2762,2
4,2762,-99999
5,2762,Favorable
1,2763,92.5778
2,2763,Acid
3,2763,2
4,2763,-99999
5,2763,Favorable
1,2764,81.7839
2,2764,Neutral
3,2764,2
4,2764,-99999
5,2764,Favorable
1,2765,98.8832
2,2765,Acid
3,2765,2
4,2765,-99999
5,2765,Favorable
1,2766,113.3807
2,2766,Acid
3,2766,2
4,2766,-99999
5,2766,Favorable
1,2767,80.6892
2,2767,Acid
3,2767,2
4,2767,-99999
5,2767,Favorable
1,2768,117.3665
2,2768,Acid
3,2768,2
4,2768,-99999
5,2768,Favorable
1,2769,76.5277
2,2769,Alkaline
3,2769,2
4,2769,-99999
5,2769,Favorable
1,2770,98.7927
2,2770,Acid
3,2770,2
4,2770,-99999
5,2770,Favorable
1,2771,110.8236
2,2771,Acid
3,2771,2
4,2771,-99999
5,2771,Favorable
1,2772,120.6242
2,2772,Acid
3,2772,2
4,2772,-99999
5,2772,Favorable
1,2773,117.6593
2,2773,Acid
3,2773,2
4,2773,-99999
5,2773,Favorable
1,2774,93.7926
2,2774,Acid
3,2774,2
4,2774,-99999
5,2774,Favorable
1,2775,117.2701
2,2775,Acid
3,2775,2
4,2775,-99999
5,2775,Favorable
1,2776,77.2187
2,2776,Acid
3,2776,2
4,2776,-99999
5,2776,Favorable
1,2777,83.5549
2,2777,Acid
3,2777,2
4,2777,-99999
5,2777,Favorable
1,2778,104.5047
2,2778,Acid
3,2778,2
4,2778,-99999
5,2778,Favorable
1,2779,94.9033
2,2779,Acid
3,2779,2
4,2779,-99999
5,2779,Favorable
1,2780,98.7311
2,2780,Acid
3,2780,2
4,2780,-99999
5,2780,Favorable
1,2781,69.3796
2,2781,Acid
3,2781,2
4,2781,-99999
5,2781,Favorable
1,2782,83.9736
2,2782,Acid
3,2782,2
4,2782,-99999
5,2782,Favorable
1,2783,128.2282
2,2783,Acid
3,2783,2
4,2783,-99999
5,2783,Favorable
1,2784,107.6113
2,2784,Acid
3,2784,2
4,2784,-99999
5,2784,Favorable
1,2785,80.827
2,2785,Acid
3,2785,2
4,2785,-99999
5,2785,Favorable
1,2786,86.2141
2,2786,Acid
3,2786,2
4,2786,-99999
5,2786,Favorable
1,2787,64.6975
2,2787,Acid
3,2787,2
4,2787,-99999
5,2787,Favorable
1,2788,72.8434
2,2788,Acid
3,2788,2
4,2788,-99999
5,2788,Favorable
1,2789,103.5134
2,2789,Acid
3,2789,2
4,2789,-99999
5,2789,Favorable
1,2790,103.8228
2,2790,Acid
3,2790,2
4,2790,-99999
5,2790,Favorable
1,2791,55.7856
2,2791,Alkaline
3,2791,2
4,2791,-99999
5,2791,Favorable
1,2792,90.4399
2,2792,Acid
3,2792,2
4,2792,-99999
5,2792,Favorable
1,2793,80.4015
2,2793,Acid
3,2793,2
4,2793,-99999
5,2793,Favorable
1,2794,85.1349
2,2794,Acid
3,2794,2
4,2794,-99999
5,2794,Favorable
1,2795,87.0444
2,2795,Acid
3,2795,2
4,2795,-99999
5,2795,Favorable
1,2796,129.0602
2,2796,Acid
3,2796,2
4,2796,-99999
5,2796,Favorable
1,2797,123.7177
2,2797,Acid
3,2797,2
4,2797,-99999
5,2797,Favorable
1,2798,131.53
2,2798,Acid
3,2798,2
4,2798,-99999
5,2798,Favorable
1,2799,75.2068
2,2799,Acid
3,2799,2
4,2799,-99999
5,2799,Favorable
1,2800,120.7582
2,2800,Acid
3,2800,2
4,2800,-99999
5,2800,Favorable
1,2801,103.6405
2,2801,Acid
3,2801,2
4,2801,-99999
5,2801,Favorable
1,2802,87.7267
2,2802,Acid
3,2802,2
4,2802,-99999
5,2802,Favorable
1,2803,80.0408
2,2803,Acid
3,2803,2
4,2803,-99999
5,2803,Favorable
1,2804,62.8465
2,2804,Acid
3,2804,2
4,2804,-99999
5,2804,Favorable
1,2805,133.0837
2,2805,Acid
3,2805,2
4,2805,-99999
5,2805,Favorable
1,2806,75.2505
2,2806,Acid
3,2806,2
4,2806,-99999
5,2806,Favorable
1,2807,77.0734
2,2807,Acid
3,2807,2
4,2807,-99999
5,2807,Favorable
1,2808,75.9089
2,2808,Acid
3,2808,2
4,2808,-99999
5,2808,Favorable
1,2809,104.5736
2,2809,Acid
3,2809,2
4,2809,-99999
5,2809,Favorable
1,2810,75.5248
2,2810,Acid
3,2810,2
4,2810,-99999
5,2810,Favorable
1,2811,93.2381
2,2811,Acid
3,2811,2
4,2811,-99999
5,2811,Favorable
1,2812,108.8678
2,2812,Acid
3,2812,2
4,2812,-99999
5,2812,Favorable
1,2813,127.2531
2,2813,Acid
3,2813,2
4,2813,-99999
5,2813,Favorable
1,2814,118.3225
2,2814,Acid
3,2814,2
4,2814,-99999
5,2814,Favorable
1,2815,95.5416
2,2815,Acid
3,2815,2
4,2815,-99999
5,2815,Favorable
1,2816,108.1906
2,2816,Acid
3,2816,2
4,2816,-99999
5,2816,Favorable
1,2817,125.9082
2,2817,Acid
3,2817,2
4,2817,-99999
5,2817,Favorable
1,2818,78.4524
2,2818,Acid
3,2818,2
4,2818,-99999
5,2818,Favorable
1,2819,99.515
2,2819,Acid
3,2819,2
4,2819,-99999
5,2819,Favorable
1,2820,116.616
2,2820,Acid
3,2820,2
4,2820,-99999
5,2820,Favorable
1,2821,99.4034
2,2821,Acid
3,2821,2
4,2821,-99999
5,2821,Favorable
1,2822,120.3588
2,2822,Acid
3,2822,2
4,2822,-99999
5,2822,Favorable
1,2823,87.7606
2,2823,Acid
3,2823,2
4,2823,-99999
5,2823,Favorable
1,2824,115.5525
2,2824,Acid
3,2824,2
4,2824,-99999
5,2824,Favorable
1,2825,114.0165
2,2825,Acid
3,2825,2
4,2825,-99999
5,2825,Favorable
1,2826,105.5295
2,2826,Acid
3,2826,2
4,2826,-99999
5,2826,Favorable
1,2827,86.7965
2,2827,Acid
3,2827,2
4,2827,-99999
5,2827,Favorable
1,2828,99.1214
2,2828,Acid
3,2828,2
4,2828,-99999
5,2828,Favorable
1,2829,103.1036
2,2829,Acid
3,2829,2
4,2829,-99999
5,2829,Favorable
1,2830,73.7414
2,2830,Acid
3,2830,2
4,2830,-99999
5,2830,Favorable
1,2831,65.2593
2,2831,Acid
3,2831,2
4,2831,-99999
5,2831,Favorable
1,2832,96.5192
2,2832,Acid
3,2832,2
4,2832,-99999
5,2832,Favorable
1,2833,91.9396
2,2833,Acid
3,2833,2
4,2833,-99999
5,2833,Favorable
1,2834,131.5823
2,2834,Neutral
3,2834,2
4,2834,-99999
5,2834,Favorable
1,2835,106.8718
2,2835,Acid
3,2835,2
4,2835,-99999
5,2835,Favorable
1,2836,109.1638
2,2836,Acid
3,2836,2
4,2836,-99999
5,2836,Favorable
1,2837,81.1222
2,2837,Acid
3,2837,2
4,2837,-99999
5,2837,Favorable
1,2838,92.0506
2,2838,Acid
3,2838,2
4,2838,-99999
5,2838,Favorable
1,2839,88.1076
2,2839,Acid
3,2839,2
4,2839,-99999
5,2839,Favorable
1,2840,128.614
2,2840,Acid
3,2840,2
4,2840,-99999
5,2840,Favorable
1,2841,80.4879
2,2841,Acid
3,2841,2
4,2841,-99999
5,2841,Favorable
1,2842,108.0445
2,2842,Acid
3,2842,2
4,2842,-99999
5,2842,Favorable
1,2843,89.6624
2,2843,Acid
3,2843,2
4,2843,-99999
5,2843,Favorable
1,2844,81.2864
2,2844,Acid
3,2844,2
4,2844,-99999
5,2844,Favorable
1,2845,92.6213
2,2845,Acid
3,2845,2
4,2845,-99999
5,2845,Favorable
1,2846,99.3278
2,2846,Acid
3,2846,2
4,2846,-99999
5,2846,Favorable
1,2847,133.6462
2,2847,Acid
3,2847,2
4,2847,-99999
5,2847,Favorable
1,2848,96.0817
2,2848,Acid
3,2848,2
4,2848,-99999
5,2848,Favorable
1,2849,116.5476
2,2849,Acid
3,2849,2
4,2849,-99999
5,2849,Favorable
1,2850,99.8836
2,2850,Acid
3,2850,2
4,2850,-99999
5,2850,Favorable
1,2851,74.7946
2,2851,Acid
3,2851,2
4,2851,-99999
5,2851,Favorable
1,2852,79.0918
2,2852,Acid
3,2852,2
4,2852,-99999
5,2852,Favorable
1,2853,70.0335
2,2853,Alkaline
3,2853,2
4,2853,-99999
5,2853,Favorable
1,2854,106.5192
2,2854,Acid
3,2854,2
4,2854,-99999
5,2854,Favorable
1,2855,104.8175
2,2855,Acid
3,2855,2
4,2855,-99999
5,2855,Favorable
1,2856,98.0951
2,2856,Acid
3,2856,2
4,2856,-99999
5,2856,Favorable
1,2857,111.8288
2,2857,Acid
3,2857,2
4,2857,-99999
5,2857,Favorable
1,2858,112.6273
2,2858,Acid
3,2858,2
4,2858,-99999
5,2858,Favorable
1,2859,69.0335
2,2859,Acid
3,2859,2
4,2859,-99999
5,2859,Favorable
1,2860,106.6723
2,2860,Acid
3,2860,2
4,2860,-99999
5,2860,Favorable
1,2861,98.9012
2,2861,Acid
3,2861,2
4,2861,-99999
5,2861,Favorable
1,2862,91.6524
2,2862,Acid
3,2862,2
4,2862,-99999
5,2862,Favorable
1,2863,99.5287
2,2863,Acid
3,2863,2
4,2863,-99999
5,2863,Favorable
1,2864,98.3986
2,2864,Acid
3,2864,2
4,2864,-99999
5,2864,Favorable
1,2865,80.827
2,2865,Acid
3,2865,2
4,2865,-99999
5,2865,Favorable
1,2866,86.3905
2,2866,Acid
3,2866,2
4,2866,-99999
5,2866,Favorable
1,2867,111.137
2,2867,Acid
3,2867,2
4,2867,-99999
5,2867,Favorable
1,2868,75.1491
2,2868,Acid
3,2868,2
4,2868,-99999
5,2868,Favorable
1,2869,96.6726
2,2869,Acid
3,2869,2
4,2869,-99999
5,2869,Favorable
1,2870,107.8944
2,2870,Acid
3,2870,2
4,2870,-99999
5,2870,Favorable
1,2871,74.9228
2,2871,Acid
3,2871,2
4,2871,-99999
5,2871,Favorable
1,2872,73.1407
2,2872,Acid
3,2872,2
4,2872,-99999
5,2872,Favorable
1,2873,98.3539
2,2873,Acid
3,2873,2
4,2873,-99999
5,2873,Favorable
1,2874,126.5902
2,2874,Acid
3,2874,2
4,2874,-99999
5,2874,Favorable
1,2875,82.7914
2,2875,Acid
3,2875,2
4,2875,-99999
5,2875,Favorable
1,2876,64.8486
2,2876,Acid
3,2876,2
4,2876,-99999
5,2876,Favorable
1,2877,108.2803
2,2877,Acid
3,2877,2
4,2877,-99999
5,2877,Favorable
1,2878,91.161
2,2878,Acid
3,2878,2
4,2878,-99999
5,2878,Favorable
1,2879,102.5363
2,2879,Acid
3,2879,2
4,2879,-99999
5,2879,Favorable
1,2880,76.0504
2,2880,Acid
3,2880,2
4,2880,-99999
5,2880,Favorable
1,2881,110.4986
2,2881,Acid
3,2881,2
4,2881,-99999
5,2881,Favorable
1,2882,101.751
2,2882,Acid
3,2882,2
4,2882,-99999
5,2882,Favorable
1,2883,119.5066
2,2883,Acid
3,2883,2
4,2883,-99999
5,2883,Favorable
1,2884,90.2158
2,2884,Acid
3,2884,2
4,2884,-99999
5,2884,Favorable
1,2885,113.779
2,2885,Acid
3,2885,2
4,2885,-99999
5,2885,Favorable
1,2886,85.739
2,2886,Acid
3,2886,2
4,2886,-99999
5,2886,Favorable
1,2887,106.154
2,2887,Acid
3,2887,2
4,2887,-99999
5,2887,Favorable
1,2888,80.0353
2,2888,Acid
3,2888,2
4,2888,-99999
5,2888,Favorable
1,2889,119.7492
2,2889,Acid
3,2889,2
4,2889,-99999
5,2889,Favorable
1,2890,69.2811
2,2890,Alkaline
3,2890,2
4,2890,-99999
5,2890,Favorable
1,2891,77.8406
2,2891,Acid
3,2891,2
4,2891,-99999
5,2891,Favorable
1,2892,84.4529
2,2892,Acid
3,2892,2
4,2892,-99999
5,2892,Favorable
1,2893,101.8869
2,2893,Acid
3,2893,2
4,2893,-99999
5,2893,Favorable
1,2894,103.1705
2,2894,Neutral
3,2894,2
4,2894,-99999
5,2894,Favorable
1,2895,94.4793
2,2895,Acid
3,2895,2
4,2895,-99999
5,2895,Favorable
1,2896,74.0327
2,2896,Acid
3,2896,2
4,2896,-99999
5,2896,Favorable
1,2897,70.4521
2,2897,Acid
3,2897,2
4,2897,-99999
5,2897,Favorable
1,2898,108.9682
2,2898,Acid
3,2898,2
4,2898,-99999
5,2898,Favorable
1,2899,106.1362
2,2899,Acid
3,2899,2
4,2899,-99999
5,2899,Favorable
1,2900,111.1438
2,2900,Acid
3,2900,2
4,2900,-99999
5,2900,Favorable
1,2901,71.8298
2,2901,Acid
3,2901,2
4,2901,-99999
5,2901,Favorable
1,2902,96.9136
2,2902,Acid
3,2902,2
4,2902,-99999
5,2902,Favorable
1,2903,89.0823
2,2903,Acid
3,2903,2
4,2903,-99999
5,2903,Favorable
1,2904,104.8292
2,2904,Acid
3,2904,2
4,2904,-99999
5,2904,Favorable
1,2905,110.0
2,2905,Acid
3,2905,2
4,2905,-99999
5,2905,Favorable
1,2906,107.5938
2,2906,Acid
3,2906,2
4,2906,-99999
5,2906,Favorable
1,2907,124.3595
2,2907,Acid
3,2907,2
4,2907,-99999
5,2907,Favorable
1,2908,91.3838
2,2908,Acid
3,2908,2
4,2908,-99999
5,2908,Favorable
1,2909,91.4112
2,2909,Acid
3,2909,2
4,2909,-99999
5,2909,Favorable
1,2910,111.1643
2,2910,Acid
3,2910,2
4,2910,-99999
5,2910,Favorable
